,Status/Disposal,Brand,Brand Location,Tattoo,Tattoo Location,Name,Registration Number_x,Breeder,Breeder Member Number,Owner,Owner Member Number,Date of Birth,Birth Method,Sire_x,Dam,Status,Type or Sex,Breed 1,Breed 2,Breed 3,Breed Comp 1,Breed Comp 2,Breed Comp 3,Horns,EPDType,EPD Reporting Period,CED,CED Acc,BW,BW Acc,WW,WW Acc,YW,YW Acc,MK,MK Acc,TM,Birth Weight,Adjusted Birth Weight,Birth Contemp Group,Birth contemporaries,Birth Weight Ratio,Calving Ease,Twin code,Weaning Date,Weaning Weight Date,Weaning Weight,Adjusted Weaning Weight,Weaning Contemp Group,Weaning Contemporaries,Weaning Weight Ratio,Weaning WDA,Weaning Mgmt Code,Weaning Pasture Code,Yearling Date,Yearling Weight Date,Yearling Weight,Adjusted Yearling Weight,Yearling Contemp Group,Yearling Contemporaries,Yearling Weight Ratio,Yearling WDA,Yearling ADG,Yearling Mgmt Code,Yearling Pasture Code,Growth,Year_Born,Age,Designation,phn,animal_name,sire,sire_phn,sire_name,dam,dam_phn,dam_name,sire_sire,sire_sire_phn,sire_sire_name,sire_dam,sire_dam_phn,sire_dam_name,dam_sire,dam_sire_phn,dam_sire_name,dam_dam,dam_dam_phn,dam_dam_name,sire_sire_sire,sire_sire_sire_phn,sire_sire_sire_name,sire_sire_dam,sire_sire_dam_phn,sire_sire_dam_name,sire_dam_sire,sire_dam_sire_phn,sire_dam_sire_name,sire_dam_dam,sire_dam_dam_phn,sire_dam_dam_name,dam_sire_sire,dam_sire_sire_phn,dam_sire_sire_name,dam_sire_dam,dam_sire_dam_phn,dam_sire_dam_name,dam_dam_sire,dam_dam_sire_phn,dam_dam_sire_name,dam_dam_dam,dam_dam_dam_phn,dam_dam_dam_name,sire_sire_sire_sire,sire_sire_sire_sire_phn,sire_sire_sire_sire_name,sire_sire_sire_dam,sire_sire_sire_dam_phn,sire_sire_sire_dam_name,sire_sire_dam_sire,sire_sire_dam_sire_phn,sire_sire_dam_sire_name,sire_sire_dam_dam,sire_sire_dam_dam_phn,sire_sire_dam_dam_name,dam_sire_sire_sire,dam_sire_sire_sire_phn,dam_sire_sire_sire_name,dam_sire_sire_dam,dam_sire_sire_dam_phn,dam_sire_sire_dam_name,dam_sire_dam_sire,dam_sire_dam_sire_phn,dam_sire_dam_sire_name,dam_sire_dam_dam,dam_sire_dam_dam_phn,dam_sire_dam_dam_name,sire_dam_sire_sire,sire_dam_sire_sire_phn,sire_dam_sire_sire_name,sire_dam_sire_dam,sire_dam_sire_dam_phn,sire_dam_sire_dam_name,sire_dam_dam_sire,sire_dam_dam_sire_phn,sire_dam_dam_sire_name,sire_dam_dam_dam,sire_dam_dam_dam_phn,sire_dam_dam_dam_name,dam_dam_sire_sire,dam_dam_sire_sire_phn,dam_dam_sire_sire_name,dam_dam_sire_dam,dam_dam_sire_dam_phn,dam_dam_sire_dam_name,dam_dam_dam_sire,dam_dam_dam_sire_phn,dam_dam_dam_sire_name,dam_dam_dam_dam,dam_dam_dam_dam_phn,dam_dam_dam_dam_name,_merge,Carcass_Number,Sex,Color,Carcass_Weight,Quality,Yield,Member_Name,Registration Number_y,Sire_y,Member_ID,carcass_merge
1045,0,C0271,RH,0120,,ARTESIAN CATTLE 0120,1T186121,ARTESIAN CATTLE & FARMING LLC,291.0,ARTESIAN CATTLE & FARMING LLC,291.0,2020-04-13,NS,AF40212,X93892,Active,B,AA,AN,XX,50.0,25.0,25.0,H,N,20240808.0,-0.4,0.2,0.9,0.09,41.0,0.06,77.0,0.01,27.0,0.04,47.4515,0.0,,16402-1,59.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,79.05910000000002,2020.0,4.0,Bull,0120,ARTESIAN CATTLE 0120,AF40212,2451Z,HEARTBRAND 2451Z,X93892,425,425,AF4533,C4037S,HEARTBRAND CHARLIE C4037S,AF956,T0698N,HEARTBRAND T0698N,,,,,,,AF123,H0518E,HEARTBRAND H0518E,AF141,S0917J,HEARTBRAND S0917J,AF109,HB 459,TAMAMARU,AF140,H0916J,HEARTBRAND H0916J,,,,,,,,,,,,,AF107,HB 830,HIKARI,AF101,FJ461Z,DAI-HACHI 8 MARUNAMI,AF110,HB 457,SHIGEMARU,AF103,FJ352B,UME,,,,,,,,,,,,,AJ125,TOK 96,DAI-GO 5 TAMANAMI TOKKYU 96,AF101,FJ461Z,DAI-HACHI 8 MARUNAMI,AF107,HB 830,HIKARI,AF125,S0538E,HEARTBRAND S0538E,,,,,,,,,,,,,both,698,Heifer,Red,778,P,3,E Cross,,,C0111,both
1047,0,C0271,RH,0117,,ARTESIAN CATTLE 0117,1T186123,ARTESIAN CATTLE & FARMING LLC,291.0,ARTESIAN CATTLE & FARMING LLC,291.0,2020-02-29,NS,AF42320,X93896,Active,B,AA,AN,XX,50.0,25.0,25.0,S,N,20240808.0,-2.3,0.19,1.4,0.09,44.0,0.06,79.0,0.01,24.0,0.04,45.714,0.0,,16402-3,22.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,81.22160000000001,2020.0,4.0,Bull,0117,ARTESIAN CATTLE 0117,AF42320,0704Z,BEEMAN 0704Z,X93896,429,429,AF2794,H2530R,HEARTBRAND H2530R,AF3277,S2962R,HEARTBRAND S2962R,,,,,,,AF107,HB 830,HIKARI,AF142,S0918J,HEARTBRAND S0918J,AF110,HB 457,SHIGEMARU,AF243,S0940L,HEARTBRAND S0940L,,,,,,,,,,,,,AJ110,KO 76,DAI-JU 10 MITSUMARU KO 76,AJ117,1KY 92958,KAZUTOMO 1KYU 92958,AF110,HB 457,SHIGEMARU,AF130,J0541F,HEARTBRAND J0541F,,,,,,,,,,,,,AJ114,TOK 27,DAI-NI 2 SHIGENAMI TOKKYU 27,AJ120,TOK 3357,DAI-YON 4 AKIBARE TOKKYU 3357,AF110,HB 457,SHIGEMARU,AF154,B0940J,HEARTBRAND B0940J,,,,,,,,,,,,,both,644,Heifer,Red,672,CH,3,E Cross,,,C0111,both
1048,0,C0271,RH,0127,,ARTESIAN CATTLE 0127,1T186128,ARTESIAN CATTLE & FARMING LLC,291.0,ARTESIAN CATTLE & FARMING LLC,291.0,2020-03-02,NS,AF34651,X93902,Active,B,AA,AN,XX,50.0,25.0,25.0,P,N,20240808.0,0.7,0.19,0.1,0.08,47.0,0.06,84.0,0.01,26.0,0.04,49.551003,0.0,,16402-1,59.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,87.21990000000001,2020.0,4.0,Bull,0127,ARTESIAN CATTLE 0127,AF34651,1177Z,HEARTBRAND 1177Z,X93902,435,435,AF7269,S6386U,HEARTBRAND KC S6386U,AF2374,C2113P,HEARTBRAND C2113P,,,,,,,AF110,HB 457,SHIGEMARU,AF230,C0062L,HEARTBRAND C0062L,AF123,H0518E,HEARTBRAND H0518E,AF6906,S0354L,HEARTBRAND S0354L,,,,,,,,,,,,,AJ114,TOK 27,DAI-NI 2 SHIGENAMI TOKKYU 27,AJ120,TOK 3357,DAI-YON 4 AKIBARE TOKKYU 3357,AF123,H0518E,HEARTBRAND H0518E,AF141,S0917J,HEARTBRAND S0917J,,,,,,,,,,,,,AF107,HB 830,HIKARI,AF101,FJ461Z,DAI-HACHI 8 MARUNAMI,AF110,HB 457,SHIGEMARU,AF104,FJ354B,AKIKO,,,,,,,,,,,,,both,654,Heifer,Red,778,P,4,E Cross,,,C0111,both
1052,0,C0271,RH,0068,,ARTESIAN CATTLE 0068,1T186136,ARTESIAN CATTLE & FARMING LLC,291.0,ARTESIAN CATTLE & FARMING LLC,291.0,2020-03-21,NS,AF34651,X93911,Active,B,AA,XX,,50.0,50.0,,P,N,20240808.0,0.7,0.19,0.1,0.08,47.0,0.06,84.0,0.01,26.0,0.04,49.551003,0.0,,16402-1,59.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,87.21990000000001,2020.0,4.0,Bull,0068,ARTESIAN CATTLE 0068,AF34651,1177Z,HEARTBRAND 1177Z,X93911,445,445,AF7269,S6386U,HEARTBRAND KC S6386U,AF2374,C2113P,HEARTBRAND C2113P,,,,,,,AF110,HB 457,SHIGEMARU,AF230,C0062L,HEARTBRAND C0062L,AF123,H0518E,HEARTBRAND H0518E,AF6906,S0354L,HEARTBRAND S0354L,,,,,,,,,,,,,AJ114,TOK 27,DAI-NI 2 SHIGENAMI TOKKYU 27,AJ120,TOK 3357,DAI-YON 4 AKIBARE TOKKYU 3357,AF123,H0518E,HEARTBRAND H0518E,AF141,S0917J,HEARTBRAND S0917J,,,,,,,,,,,,,AF107,HB 830,HIKARI,AF101,FJ461Z,DAI-HACHI 8 MARUNAMI,AF110,HB 457,SHIGEMARU,AF104,FJ354B,AKIKO,,,,,,,,,,,,,both,1013,Heifer,Red MOT,748,CH,3,E Cross,,,C0111,both
1059,0,C0271,RH,0051,,ARTESIAN CATTLE 0051,1T186158,ARTESIAN CATTLE & FARMING LLC,291.0,ARTESIAN CATTLE & FARMING LLC,291.0,2020-03-10,NS,AF62449,X93774,Active,B,AA,AN,XX,50.0,25.0,25.0,S,N,20240808.0,-6.1,0.19,2.5,0.08,47.0,0.07,84.0,0.01,25.0,0.05,48.822998,0.0,,16402-1,59.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,86.49750000000002,2020.0,4.0,Bull,0051,ARTESIAN CATTLE 0051,AF62449,3620B,HEARTBRAND 3620B,X93774,720,720,AF109,HB 459,TAMAMARU,AF2688,H2426R,HEARTBRAND H2426R,,,,,,,AJ125,TOK 96,DAI-GO 5 TAMANAMI TOKKYU 96,AF101,FJ461Z,DAI-HACHI 8 MARUNAMI,AF107,HB 830,HIKARI,AF147,T0930J,HEARTBRAND T0930J,,,,,,,,,,,,,AJ116,KO 70,TAMANAMI KO 70,AJ133,KO 2030,FUJIMITSU KO 2030,AJ093,KO 71,DAI-SAN 3 MITSUMARU KO 71,AJ123,TOK 14289,DAI-HICHI 7 MARUNAMI TOK 14289,,,,,,,,,,,,,AJ110,KO 76,DAI-JU 10 MITSUMARU KO 76,AJ117,1KY 92958,KAZUTOMO 1KYU 92958,AF109,HB 459,TAMAMARU,AF115,T0504E,HEARTBRAND T0504E,,,,,,,,,,,,,both,716,Heifer,Red,688,P,4,E Cross,,,C0111,both
1065,0,C0271,RH,0111,,ARTESIAN CATTLE 0111,1T186169,ARTESIAN CATTLE & FARMING LLC,291.0,ARTESIAN CATTLE & FARMING LLC,291.0,2020-02-22,NS,AF42333,X93963,Active,B,AA,AN,XX,50.0,25.0,25.0,P,N,20240808.0,-5.7,0.19,1.5,0.08,43.0,0.05,79.0,0.01,25.0,0.04,46.7455,0.0,,16402-3,22.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,81.1525,2020.0,4.0,Bull,0111,ARTESIAN CATTLE 0111,AF42333,2161A,HEARTBRAND 2161A,X93963,913,913,AF233,T0068L,HEARTBRAND T0068L,AF6649,S5801T,HEARTBRAND S5801T,,,,,,,AF109,HB 459,TAMAMARU,AF161,B0951J,HEARTBRAND B0951J,AF110,HB 457,SHIGEMARU,AF138,B0905J,HEARTBRAND B0905J,,,,,,,,,,,,,AJ125,TOK 96,DAI-GO 5 TAMANAMI TOKKYU 96,AF101,FJ461Z,DAI-HACHI 8 MARUNAMI,AF114,HB502E,BIG AL,AF113,FJ245C,HEARTBRAND HIMAWARI 245,,,,,,,,,,,,,AJ114,TOK 27,DAI-NI 2 SHIGENAMI TOKKYU 27,AJ120,TOK 3357,DAI-YON 4 AKIBARE TOKKYU 3357,AF114,HB502E,BIG AL,AF106,FJ357B,FUYUKO,,,,,,,,,,,,,both,996,Heifer,Red,767,P,3,E Cross,,,C0111,both
1069,0,C0271,RH,0034,,ARTESIAN CATTLE 0034,1T186180,ARTESIAN CATTLE & FARMING LLC,291.0,ARTESIAN CATTLE & FARMING LLC,291.0,2020-03-06,NS,AF62449,X93974,Active,B,AA,AN,XX,50.0,25.0,25.0,S,N,20240808.0,-6.1,0.19,2.5,0.08,47.0,0.07,84.0,0.01,25.0,0.05,48.822998,0.0,,16402-1,59.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,86.49750000000002,2020.0,4.0,Bull,0034,ARTESIAN CATTLE 0034,AF62449,3620B,HEARTBRAND 3620B,X93974,940,940,AF109,HB 459,TAMAMARU,AF2688,H2426R,HEARTBRAND H2426R,,,,,,,AJ125,TOK 96,DAI-GO 5 TAMANAMI TOKKYU 96,AF101,FJ461Z,DAI-HACHI 8 MARUNAMI,AF107,HB 830,HIKARI,AF147,T0930J,HEARTBRAND T0930J,,,,,,,,,,,,,AJ116,KO 70,TAMANAMI KO 70,AJ133,KO 2030,FUJIMITSU KO 2030,AJ093,KO 71,DAI-SAN 3 MITSUMARU KO 71,AJ123,TOK 14289,DAI-HICHI 7 MARUNAMI TOK 14289,,,,,,,,,,,,,AJ110,KO 76,DAI-JU 10 MITSUMARU KO 76,AJ117,1KY 92958,KAZUTOMO 1KYU 92958,AF109,HB 459,TAMAMARU,AF115,T0504E,HEARTBRAND T0504E,,,,,,,,,,,,,both,1012,Heifer,Red,588,P,2,E Cross,,,C0111,both
1070,0,C0271,RH,0024,,ARTESIAN CATTLE 0024,1T186181,ARTESIAN CATTLE & FARMING LLC,291.0,ARTESIAN CATTLE & FARMING LLC,291.0,2020-03-17,NS,AF62449,X93793,Active,B,AA,AN,HP,50.0,25.0,25.0,H,N,20240808.0,-12.8,0.19,2.5,0.08,47.0,0.07,84.0,0.01,25.0,0.05,48.822998,0.0,,16402-1,59.0,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,86.49750000000002,2020.0,4.0,Bull,0024,ARTESIAN CATTLE 0024,AF62449,3620B,HEARTBRAND 3620B,X93793,941,941,AF109,HB 459,TAMAMARU,AF2688,H2426R,HEARTBRAND H2426R,,,,,,,AJ125,TOK 96,DAI-GO 5 TAMANAMI TOKKYU 96,AF101,FJ461Z,DAI-HACHI 8 MARUNAMI,AF107,HB 830,HIKARI,AF147,T0930J,HEARTBRAND T0930J,,,,,,,,,,,,,AJ116,KO 70,TAMANAMI KO 70,AJ133,KO 2030,FUJIMITSU KO 2030,AJ093,KO 71,DAI-SAN 3 MITSUMARU KO 71,AJ123,TOK 14289,DAI-HICHI 7 MARUNAMI TOK 14289,,,,,,,,,,,,,AJ110,KO 76,DAI-JU 10 MITSUMARU KO 76,AJ117,1KY 92958,KAZUTOMO 1KYU 92958,AF109,HB 459,TAMAMARU,AF115,T0504E,HEARTBRAND T0504E,,,,,,,,,,,,,both,600,Heifer,Black,755,CH,4,E Cross,,,C0111,both
1071,0,C0271,RH,0032,,ARTESIAN CATTLE 0032,1T186182,ARTESIAN CATTLE & FARMING LLC,291.0,ARTESIAN CATTLE & FARMING LLC,291.0,2020-03-12,NS,AF62449,X93975,Active,B,AA,AN,XX,50.0,25.0,25.0,H,N,20240808.0,-6.1,0.19,2.5,0.08,47.0,0.07,84.0,0.01,25.0,0.05,48.822998,0.0,,16402-1,59.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,86.49750000000002,2020.0,4.0,Bull,0032,ARTESIAN CATTLE 0032,AF62449,3620B,HEARTBRAND 3620B,X93975,943,943,AF109,HB 459,TAMAMARU,AF2688,H2426R,HEARTBRAND H2426R,,,,,,,AJ125,TOK 96,DAI-GO 5 TAMANAMI TOKKYU 96,AF101,FJ461Z,DAI-HACHI 8 MARUNAMI,AF107,HB 830,HIKARI,AF147,T0930J,HEARTBRAND T0930J,,,,,,,,,,,,,AJ116,KO 70,TAMANAMI KO 70,AJ133,KO 2030,FUJIMITSU KO 2030,AJ093,KO 71,DAI-SAN 3 MITSUMARU KO 71,AJ123,TOK 14289,DAI-HICHI 7 MARUNAMI TOK 14289,,,,,,,,,,,,,AJ110,KO 76,DAI-JU 10 MITSUMARU KO 76,AJ117,1KY 92958,KAZUTOMO 1KYU 92958,AF109,HB 459,TAMAMARU,AF115,T0504E,HEARTBRAND T0504E,,,,,,,,,,,,,both,613,Heifer,Black,748,CH,2,E Cross,,,C0111,both
1073,0,C0271,RH,0128,,ARTESIAN CATTLE 0128,1T186186,ARTESIAN CATTLE & FARMING LLC,291.0,ARTESIAN CATTLE & FARMING LLC,291.0,2020-04-22,NS,AF28735,X93977,Active,B,AA,AN,XX,50.0,25.0,25.0,H,N,20240808.0,-6.1,0.19,2.0,0.06,40.0,0.05,74.0,0.01,26.0,0.03,45.387,0.0,,16402-1,59.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,75.39500000000001,2020.0,4.0,Bull,0128,ARTESIAN CATTLE 0128,AF28735,TW0757Z,TWINWOOD TW0757Z,X93977,952,952,AF6092,S5744T,HEARTBRAND S5744T,AF2246,T1986P,HEARTBRAND T1986P,,,,,,,AF110,HB 457,SHIGEMARU,AF851,T0601N,HEARTBRAND T0601N,AF109,HB 459,TAMAMARU,AF157,B0947J,HEARTBRAND B0947J,,,,,,,,,,,,,AJ114,TOK 27,DAI-NI 2 SHIGENAMI TOKKYU 27,AJ120,TOK 3357,DAI-YON 4 AKIBARE TOKKYU 3357,AF109,HB 459,TAMAMARU,AF137,B0806H,HEARTBRAND B0806H,,,,,,,,,,,,,AJ125,TOK 96,DAI-GO 5 TAMANAMI TOKKYU 96,AF101,FJ461Z,DAI-HACHI 8 MARUNAMI,AF114,HB502E,BIG AL,AF113,FJ245C,HEARTBRAND HIMAWARI 245,,,,,,,,,,,,,both,645,Heifer,Red,875,P,2,E Cross,,,C0111,both
1074,0,C0271,RH,0107,,ARTESIAN CATTLE 0107,1T186187,ARTESIAN CATTLE & FARMING LLC,291.0,ARTESIAN CATTLE & FARMING LLC,291.0,2020-03-07,NS,AF28735,X93978,Active,B,AA,AN,XX,50.0,25.0,25.0,S,N,20240808.0,-6.1,0.19,2.0,0.06,40.0,0.05,74.0,0.01,26.0,0.03,45.387,0.0,,16402-1,59.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,75.39500000000001,2020.0,4.0,Bull,0107,ARTESIAN CATTLE 0107,AF28735,TW0757Z,TWINWOOD TW0757Z,X93978,953,953,AF6092,S5744T,HEARTBRAND S5744T,AF2246,T1986P,HEARTBRAND T1986P,,,,,,,AF110,HB 457,SHIGEMARU,AF851,T0601N,HEARTBRAND T0601N,AF109,HB 459,TAMAMARU,AF157,B0947J,HEARTBRAND B0947J,,,,,,,,,,,,,AJ114,TOK 27,DAI-NI 2 SHIGENAMI TOKKYU 27,AJ120,TOK 3357,DAI-YON 4 AKIBARE TOKKYU 3357,AF109,HB 459,TAMAMARU,AF137,B0806H,HEARTBRAND B0806H,,,,,,,,,,,,,AJ125,TOK 96,DAI-GO 5 TAMANAMI TOKKYU 96,AF101,FJ461Z,DAI-HACHI 8 MARUNAMI,AF114,HB502E,BIG AL,AF113,FJ245C,HEARTBRAND HIMAWARI 245,,,,,,,,,,,,,both,584,Heifer,Red,851,CH,3,E Cross,,,C0111,both
1081,0,C0271,RH,0168,,ARTESIAN 0168,1T209767,ARTESIAN CATTLE & FARMING LLC,291.0,ARTESIAN CATTLE & FARMING LLC,291.0,2020-11-02,NS,AF40212,X192152,Active,B,AA,AN,,50.0,50.0,,S,N,20240808.0,-0.5,0.13,0.9,0.09,41.0,0.06,77.0,0.01,27.0,0.04,47.4515,0.0,,16402-8,12.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,79.05910000000002,2020.0,4.0,Bull,0168,ARTESIAN 0168,AF40212,2451Z,HEARTBRAND 2451Z,X192152,461,461,AF4533,C4037S,HEARTBRAND CHARLIE C4037S,AF956,T0698N,HEARTBRAND T0698N,,,,,,,AF123,H0518E,HEARTBRAND H0518E,AF141,S0917J,HEARTBRAND S0917J,AF109,HB 459,TAMAMARU,AF140,H0916J,HEARTBRAND H0916J,,,,,,,,,,,,,AF107,HB 830,HIKARI,AF101,FJ461Z,DAI-HACHI 8 MARUNAMI,AF110,HB 457,SHIGEMARU,AF103,FJ352B,UME,,,,,,,,,,,,,AJ125,TOK 96,DAI-GO 5 TAMANAMI TOKKYU 96,AF101,FJ461Z,DAI-HACHI 8 MARUNAMI,AF107,HB 830,HIKARI,AF125,S0538E,HEARTBRAND S0538E,,,,,,,,,,,,,both,738,Heifer,Red,654,P,3,E Cross,,,C0111,both
1083,0,C0271,RH,0171,,ARTESIAN 0171,1T209769,ARTESIAN CATTLE & FARMING LLC,291.0,ARTESIAN CATTLE & FARMING LLC,291.0,2020-10-23,NS,AF40212,X192141,Active,B,AA,AN,,50.0,50.0,,P,N,20240808.0,-0.5,0.13,0.9,0.09,41.0,0.06,77.0,0.01,27.0,0.04,47.4515,0.0,,16403-5,30.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,79.05910000000002,2020.0,4.0,Bull,0171,ARTESIAN 0171,AF40212,2451Z,HEARTBRAND 2451Z,X192141,271,271,AF4533,C4037S,HEARTBRAND CHARLIE C4037S,AF956,T0698N,HEARTBRAND T0698N,,,,,,,AF123,H0518E,HEARTBRAND H0518E,AF141,S0917J,HEARTBRAND S0917J,AF109,HB 459,TAMAMARU,AF140,H0916J,HEARTBRAND H0916J,,,,,,,,,,,,,AF107,HB 830,HIKARI,AF101,FJ461Z,DAI-HACHI 8 MARUNAMI,AF110,HB 457,SHIGEMARU,AF103,FJ352B,UME,,,,,,,,,,,,,AJ125,TOK 96,DAI-GO 5 TAMANAMI TOKKYU 96,AF101,FJ461Z,DAI-HACHI 8 MARUNAMI,AF107,HB 830,HIKARI,AF125,S0538E,HEARTBRAND S0538E,,,,,,,,,,,,,both,580,Heifer,Red,765,P,4,E Cross,,,C0111,both
1085,0,C0271,RH,0175,,ARTESIAN 0175,1T209773,ARTESIAN CATTLE & FARMING LLC,291.0,ARTESIAN CATTLE & FARMING LLC,291.0,2020-10-11,NS,AF62396,X192168,Active,B,AA,AR,,50.0,50.0,,P,N,20240808.0,-5.5,0.11,1.7,0.08,44.0,0.04,79.0,0.01,26.0,0.03,47.6465,0.0,,16403-5,30.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,81.13130000000001,2020.0,4.0,Bull,0175,ARTESIAN 0175,AF62396,3628B,HEARTBRAND 3628B,X192168,512,512,AF19339,9973Y,HEARTBRAND 9973Y,AF14107,9538Y,HEARTBRAND 9538Y,,,,,,,AF110,HB 457,SHIGEMARU,AF154,B0940J,HEARTBRAND B0940J,AF233,T0068L,HEARTBRAND T0068L,AF414,B0157M,HEARTBRAND B0157M,,,,,,,,,,,,,AJ114,TOK 27,DAI-NI 2 SHIGENAMI TOKKYU 27,AJ120,TOK 3357,DAI-YON 4 AKIBARE TOKKYU 3357,AF114,HB502E,BIG AL,AF112,FJ244C,HEARTBRAND HITOMI 244,,,,,,,,,,,,,AF109,HB 459,TAMAMARU,AF161,B0951J,HEARTBRAND B0951J,AF114,HB502E,BIG AL,AF126,S0528E,HEARTBRAND S0528E,,,,,,,,,,,,,both,709,Heifer,Red,724,CH,0,E Cross,,,C0111,both
1089,0,C0271,RH,0186,,ARTESIAN 0186,1T209784,ARTESIAN CATTLE & FARMING LLC,291.0,ARTESIAN CATTLE & FARMING LLC,291.0,2020-11-21,NS,AF40212,X192142,Active,B,AA,AN,,50.0,50.0,,S,N,20240808.0,-0.5,0.13,0.9,0.09,41.0,0.06,77.0,0.01,27.0,0.04,47.4515,0.0,,16403-5,30.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,79.05910000000002,2020.0,4.0,Bull,0186,ARTESIAN 0186,AF40212,2451Z,HEARTBRAND 2451Z,X192142,272,272,AF4533,C4037S,HEARTBRAND CHARLIE C4037S,AF956,T0698N,HEARTBRAND T0698N,,,,,,,AF123,H0518E,HEARTBRAND H0518E,AF141,S0917J,HEARTBRAND S0917J,AF109,HB 459,TAMAMARU,AF140,H0916J,HEARTBRAND H0916J,,,,,,,,,,,,,AF107,HB 830,HIKARI,AF101,FJ461Z,DAI-HACHI 8 MARUNAMI,AF110,HB 457,SHIGEMARU,AF103,FJ352B,UME,,,,,,,,,,,,,AJ125,TOK 96,DAI-GO 5 TAMANAMI TOKKYU 96,AF101,FJ461Z,DAI-HACHI 8 MARUNAMI,AF107,HB 830,HIKARI,AF125,S0538E,HEARTBRAND S0538E,,,,,,,,,,,,,both,687,Heifer,Black,736,CH,3,E Cross,,,C0111,both
1094,0,C0271,RH,0197,,ARTESIAN 0197,1T209795,ARTESIAN CATTLE & FARMING LLC,291.0,ARTESIAN CATTLE & FARMING LLC,291.0,2020-10-24,NS,AF62396,X192169,Active,B,AA,AR,,50.0,50.0,,H,N,20240808.0,-5.5,0.11,1.7,0.08,44.0,0.04,79.0,0.01,26.0,0.03,47.6465,0.0,,16403-5,30.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,81.13130000000001,2020.0,4.0,Bull,0197,ARTESIAN 0197,AF62396,3628B,HEARTBRAND 3628B,X192169,513,513,AF19339,9973Y,HEARTBRAND 9973Y,AF14107,9538Y,HEARTBRAND 9538Y,,,,,,,AF110,HB 457,SHIGEMARU,AF154,B0940J,HEARTBRAND B0940J,AF233,T0068L,HEARTBRAND T0068L,AF414,B0157M,HEARTBRAND B0157M,,,,,,,,,,,,,AJ114,TOK 27,DAI-NI 2 SHIGENAMI TOKKYU 27,AJ120,TOK 3357,DAI-YON 4 AKIBARE TOKKYU 3357,AF114,HB502E,BIG AL,AF112,FJ244C,HEARTBRAND HITOMI 244,,,,,,,,,,,,,AF109,HB 459,TAMAMARU,AF161,B0951J,HEARTBRAND B0951J,AF114,HB502E,BIG AL,AF126,S0528E,HEARTBRAND S0528E,,,,,,,,,,,,,both,703,Heifer,Black,757,CH,4,E Cross,,,C0111,both
1099,0,C0271,RH,0203,,ARTESIAN 0203,1T209801,ARTESIAN CATTLE & FARMING LLC,291.0,ARTESIAN CATTLE & FARMING LLC,291.0,2020-12-08,NS,AF62396,X192183,Active,B,AA,AR,,50.0,50.0,,H,N,20240808.0,-5.5,0.11,1.7,0.08,44.0,0.04,79.0,0.01,26.0,0.03,47.6465,0.0,,16403-3,3.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,81.13130000000001,2020.0,4.0,Bull,0203,ARTESIAN 0203,AF62396,3628B,HEARTBRAND 3628B,X192183,527,527,AF19339,9973Y,HEARTBRAND 9973Y,AF14107,9538Y,HEARTBRAND 9538Y,,,,,,,AF110,HB 457,SHIGEMARU,AF154,B0940J,HEARTBRAND B0940J,AF233,T0068L,HEARTBRAND T0068L,AF414,B0157M,HEARTBRAND B0157M,,,,,,,,,,,,,AJ114,TOK 27,DAI-NI 2 SHIGENAMI TOKKYU 27,AJ120,TOK 3357,DAI-YON 4 AKIBARE TOKKYU 3357,AF114,HB502E,BIG AL,AF112,FJ244C,HEARTBRAND HITOMI 244,,,,,,,,,,,,,AF109,HB 459,TAMAMARU,AF161,B0951J,HEARTBRAND B0951J,AF114,HB502E,BIG AL,AF126,S0528E,HEARTBRAND S0528E,,,,,,,,,,,,,both,594,Heifer,Red,610,P,3,E Cross,,,C0111,both
